file_name,dataset_split,disease_class,x_center,y_center,width,height,bbox_area,aspect_ratio,center_distance,bbox_perimeter,bbox_diagonal,area_to_perimeter_ratio
PotatoLateBlight-2893-_JPG.rf.67affe5727c6bd7631e7692a067c1c5d.txt,train,Potato_Late_Blight,0.523984375,0.51109375,0.8767578125,0.9778515625,0.857338996887207,0.8966164662645307,0.026425774032242135,3.70921875,1.313353699527845,0.23113735119752835
PotatoLateBlight-2065-_JPG.rf.c32ee546301ffbba61d51de2f4e32e80.txt,train,Potato_Late_Blight,0.4541015625,0.486875,0.7443359375,0.945859375,0.7040371246337891,0.7869414388370365,0.04773816282536862,3.380390625,1.2036137026178269,0.20827093751444453
PotatoHealthy-528-_JPG.rf.ab1cf5118fa2a9abf296b4646dddea7a.txt,train,Potato_Healthy_Plant,0.5123828125,0.4933203125,0.8805859375,0.9005859375,0.7930433120727539,0.977792235957493,0.01406955118359541,3.56234375,1.2595581066967525,0.22261841296835935
PotatoEarlyBlight-1335-_JPG.rf.776da1a0a287c829a8399b0f944ca22a.txt,train,Potato_Early_Blight,0.5019140625,0.4855078125,0.9962109375,0.965390625,0.9617326995849609,1.0319252245690702,0.014618041380057107,3.9232031249999997,1.3872329619903498,0.24513966494787623
PotatoLateBlight-690-_JPG.rf.fc73e5f91c3e66a46270c80eb9673d37.txt,train,Potato_Late_Blight,0.4917578125,0.48828125,0.903359375,0.9319140625,0.8418533050537109,0.9693590979586704,0.014326993974580161,3.670546875,1.297891359199854,0.2293536450351723
PotatoHealthy-10-_JPG.rf.a530fc947c6c18e48e04c5ce6461143d.txt,train,Potato_Healthy_Plant,0.4973046875,0.5315234375,0.881015625,0.87890625,0.7743301391601562,1.0024,0.03163845478668421,3.5198437499999997,1.2444535860301111,0.21998991834798243
PotatoHealthy-1718-_JPG.rf.ae9dab9aca955871bc08a3462a836ca5.txt,train,Potato_Healthy_Plant,0.5140625,0.4743359375,0.8866015625,0.9207421875,0.816331462097168,0.9629205379491748,0.029264278741392282,3.6146875,1.2782130129480478,0.22583735443165362
PotatoHealthy-1121-_JPG.rf.351013b0b325ae179989e422a247d782.txt,train,Potato_Healthy_Plant,0.3251295823317307,0.03462571364182693,0.11082785730486538,0.27149962375698544,0.03008972156006382,0.4082063016192813,0.4971447368512049,0.7646549621237017,0.2932488016258076,0.03935071770997815
PotatoHealthy-1187-_JPG.rf.dc579eb54c0b69fb6ba738387899c86d.txt,train,Potato_Healthy_Plant,0.52421875,0.5622265625,0.9515625,0.750546875,0.7141922607421874,1.2678255438742585,0.06677344481250692,3.40421875,1.2119372108234467,0.20979623026345984
PotatoHealthy-1835-_JPG.rf.a84545e3d0c8d5a575ca1d87bbd8d2cf.txt,train,Potato_Healthy_Plant,0.5098828125,0.5329296875,0.8280078125,0.848203125,0.702318814086914,0.9761904761904763,0.034380725730528354,3.352421875,1.1853461430404204,0.20949595256024092
PotatoEarlyBlight-2107-_JPG.rf.392003809b9146d25d5003563bd1406a.txt,train,Potato_Early_Blight,0.54234375,0.496640625,0.9152734375,0.9598046875,0.8784837356567383,0.9536038419274755,0.04247680030855815,3.75015625,1.3262543132974307,0.23425256898475585
PotatoEarlyBlight-1790-_JPG.rf.76b54dbbd1f581e8e5f87e2de3021aeb.txt,train,Potato_Early_Blight,0.5214453125,0.5008203125,0.9571484375,0.9737890625,0.9320606796264648,0.982911468570741,0.021460995802159648,3.861875,1.3654297014688528,0.24134926159610676
PotatoLateBlight-721-_JPG.rf.996e384472413d0aeb14ae0fc7d6fd6b.txt,train,Potato_Late_Blight,0.5001171875,0.5133984375,0.853125,0.831484375,0.709360107421875,1.0260264962886403,0.013398949971977775,3.36921875,1.1912969955028598,0.21054142222789038
PotatoEarlyBlight-2138-_JPG.rf.a2c41db5260704754261e0551e6a8f8a.txt,train,Potato_Early_Blight,0.5140625,0.496640625,0.9647265625,0.9375,0.90443115234375,1.0290416666666666,0.014458191679481371,3.804453125,1.345215072169899,0.2377296086001191
PotatoLateBlight-1256-_jpg.rf.c5eae38e7775ca1cebe989a6f6dc4270.txt,train,Potato_Late_Blight,0.42805882352941177,0.5228621908127209,0.8466470588235294,0.9542932862190813,0.8079496040324257,0.8871979621463678,0.0754865063486818,3.6018806900852214,1.2757299550991763,0.22431326119614178
PotatoLateBlight-1734-_JPG.rf.12d4f8d0a91d81a6b01e5c596db94c17.txt,train,Potato_Late_Blight,0.51046875,0.498046875,0.95359375,0.95390625,0.9096390380859375,0.9996723996723997,0.01064938607752229,3.815,1.3488062032138364,0.23843749360050787
PotatoEarlyBlight-1580-_JPG.rf.e7d819230d8b6f84804e63631bf1a3d9.txt,train,Potato_Early_Blight,0.501484375,0.496640625,0.9451953125,0.9765625,0.9230422973632812,0.96788,0.0036727060229822276,3.843515625,1.3590689810227525,0.2401557291349066
PotatoEarlyBlight-1222-_JPG.rf.3a7285a0714c24e02bbd6a2f095202ee.txt,train,Potato_Early_Blight,0.5116796875,0.4952734375,0.9766796875,0.968203125,0.9456243255615235,1.0087549423061406,0.012599821156034838,3.889765625,1.3752528870120082,0.24310573353928583
